,objectid,State,District,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Longitude,Latitude,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow Depth,Short-wave irradiation
158,159,Andhra Pradesh,Chittoor,15959598523.765781,1325441.6906371894,67362,6610,60065,687,0,4170468.0,78.95658604866624,13.442437548516496,303.14,52.85,952.14,0.87,122.98,0.159994,0.0,0.0,6906.313
159,160,Karnataka,Mysuru,6643499898.630444,695017.7882667215,40232,7123,32257,852,0,3001127.0,76.55272203745159,12.213129220481537,300.28,62.71,924.26,0.79,331.62,4.521514,0.0,0.0,5779.784
160,161,Tamil Nadu,Viluppuram,7561319021.440522,920117.7771388072,12311,507,11704,100,1,3458873.0,79.37350844092543,11.988948049237267,304.87,56.47,997.14,1.53,123.57,0.423617,0.0,0.0,6555.044
161,162,Kerala,Kannur,3108325695.6614857,346881.9521736893,15388,5770,9555,60,0,2525637.0,75.5652037572061,11.952880341035558,301.06,74.83,969.97,1.75,306.66,8.201317999999999,0.0,0.0,4969.123
162,163,Tamil Nadu,Pudukkottai,4848236278.170932,672917.2589948933,9711,619,8946,146,1,1618345.0,78.8719284759159,10.314609661059684,305.57,54.1,999.32,2.05,154.56,0.801595,0.0,0.0,6354.988
163,164,Tamil Nadu,Sivaganga,4249565620.5783477,787898.9393820339,5408,201,5085,122,1,1339101.0,78.59250937379522,9.98082639685028,305.26,55.21,995.62,1.89,156.19,0.964476,0.0,0.0,6455.515
164,165,Rajasthan,Churu,17984352448.773533,1186656.325664402,2061,191,1854,16,1,2041172.0,74.68237765211992,28.36290196846408,307.25,23.2,974.39,3.09,250.46,0.0,0.0,0.0,7300.555
165,166,Haryana,Jhajjar,2372167627.7097816,363855.0862612462,2736,237,2471,28,1,956907.0,76.65345750005402,28.609103732330826,306.76,27.99,978.46,1.06,282.57,0.0,0.0,0.0,7471.829
166,167,Uttar Pradesh,Bareilly,5352197818.607739,595732.6633885214,10970,1050,9774,146,0,3598701.0,79.42771231537266,28.524045774985787,301.95,52.91,984.58,2.53,92.69,0.201799,0.0,0.0,6543.261
167,168,Uttar Pradesh,Pilibhit,4890952064.519468,688990.0169170257,3562,143,3350,69,1,1643788.0,79.91597729692484,28.50779357309128,300.53,60.92,984.69,2.21,98.37,0.370666,0.0,0.0,6212.692
168,169,Delhi,West Delhi,174920314.6372091,87103.57715221729,122,122,0,0,0,2531583.0,77.04527931790817,28.658313616403785,306.15,31.5,979.52,0.46,283.97,0.000161,0.0,0.0,7414.691
169,170,Delhi,East Delhi,57149646.36206693,34869.90319976855,38,38,0,0,0,1707725.0,77.29320513817127,28.608880796018397,305.87,33.32,980.4,0.27,275.58,0.000271,0.0,0.0,7375.4
170,171,Delhi,Central Delhi,120270537.18838774,87017.1898657004,184,184,0,0,0,578671.0,77.21614091170923,28.70008390501273,305.93,33.08,980.01,0.31,271.79,0.00040599999999999995,0.0,0.0,7378.279
171,172,Uttar Pradesh,Gautam Buddha Nagar,1834020474.7149594,359300.1371106025,14531,1548,12927,56,0,1191263.0,77.56041989927176,28.32793146782733,305.68,34.29,982.25,0.09,343.0,0.000454,0.0,0.0,7367.136
172,173,Uttar Pradesh,Lakhimpur Kheri,9921483672.626278,797058.5889118104,5919,870,4991,58,2,3200137.0,80.52279250422816,27.989061507152414,301.91,52.93,989.34,1.81,104.86,0.143477,0.0,0.0,6386.391
173,174,Haryana,Gurugram,1619861258.2143002,280990.9643691145,22675,2299,20195,181,1,1514085.0,76.95907903927333,28.34824565456994,306.42,29.13,978.65,0.84,297.33,0.0,0.0,0.0,7452.813
174,175,Haryana,Faridabad,992041646.4242604,186888.07089012122,21034,937,19867,230,0,1798954.0,77.3756129360312,28.341247995439428,305.87,32.89,981.32,0.29,305.48,1e-06,0.0,0.0,7393.124
175,176,Haryana,Rewari,2019357118.4085464,326076.68083150266,6169,486,5650,33,2,896129.0,76.55326756549239,28.235314483104457,306.9,25.88,975.19,1.7,289.16,0.0,0.0,0.0,7444.934
176,177,Haryana,Nuh,1937247577.6355238,389434.8801122229,1189,78,1087,24,1,1089406.0,77.06514454827587,27.979556553678897,306.48,28.33,978.8,1.12,307.32,0.0,0.0,0.0,7453.996
177,178,Rajasthan,Sikar,9868630602.070488,831427.683047515,4469,242,4189,38,1,2677737.0,75.38169351457796,27.640353416291966,305.9,24.11,959.4,3.37,271.14,0.0,0.0,0.0,7102.216
178,179,Rajasthan,Alwar,10733421871.212635,1025892.9847022169,11983,545,11392,46,1,3671999.0,76.66154410785141,27.59594330647862,306.81,24.88,971.28,2.16,301.21,0.0,0.0,0.0,7242.262
179,180,Assam,Dibrugarh,4301699934.935251,509783.045903276,9486,7001,2409,76,2,1327748.0,95.15399254539835,27.293351567063905,299.34,64.39,974.19,0.31,317.85,0.948427,0.0,0.0,6560.427
180,181,Uttar Pradesh,Aligarh,4772192402.981071,575171.0207400075,8717,620,8058,39,0,3690388.0,78.00717427684438,27.951360815045582,305.71,34.23,984.0,0.33,77.77,0.000365,0.0,0.0,7359.375
181,182,Rajasthan,Jaipur,14082380055.294012,969634.1558595364,24571,9213,15029,329,0,6663971.0,75.80211798677774,27.052155883645803,305.71,25.37,961.14,3.65,283.07,0.0,0.0,0.0,6987.198
182,183,Rajasthan,Jodhpur,28556964765.73136,1185635.3166035241,22501,4963,17387,151,0,3685681.0,72.91983440538627,26.680927019870186,307.84,18.34,976.23,5.42,259.69,0.0,0.0,0.0,7698.491
183,184,Rajasthan,Bharatpur,6430485431.223785,836600.5301115492,4618,196,4338,84,0,2549121.0,77.2732772552523,27.31751608156793,306.96,26.42,981.07,1.39,325.04,0.0,0.0,0.0,7302.645
184,185,Rajasthan,Nagaur,22535989323.918262,1097482.1791440044,3865,74,3742,49,0,3309234.0,74.1667221723006,27.089622088370998,306.32,22.87,967.8,4.43,260.81,0.0,0.0,0.0,7494.846
185,186,Uttar Pradesh,Farrukhabad,2779411957.5624237,394065.3000807167,3440,864,2531,45,2,1577237.0,79.46306457103965,27.407704184657078,304.66,38.61,988.73,1.05,86.73,0.0033469999999999997,0.0,0.0,7195.878
186,188,Bihar,West Champaran,6627885981.716919,545933.7884607676,5087,292,4779,16,2,3935042.0,84.31333167751191,26.99499268098723,301.0,62.88,994.66,2.33,101.74,1.451648,0.0,0.0,5179.881
187,189,Uttar Pradesh,Siddharthnagar,3680721806.7233796,477085.7260257534,3325,311,2977,37,2,2038598.0,82.75796739504456,27.229158670076338,301.4,56.55,991.59,2.05,83.38,0.553579,0.0,0.0,6125.415
188,190,Uttar Pradesh,Maharajganj,3737070034.148085,461447.21685151453,4935,356,4502,77,2,2167041.0,83.48534480855525,27.1280429233966,301.16,59.8,992.44,2.07,81.62,1.197592,0.0,0.0,5782.858
189,191,Assam,Sonitpur,4338227996.143073,356664.9528848081,2548,814,1727,7,2,1925975.0,92.64776951661787,26.672508702209065,298.5,66.06,963.1,0.54,284.23,1.808932,0.0,0.0,6206.714
190,192,West Bengal,Darjeeling,2563481713.894229,371183.79848770227,8634,803,7716,115,0,1797422.0,88.29893113582769,26.787423788475408,295.7,71.91,919.72,1.31,151.1,6.856495,0.0,0.000573,6403.868
191,193,Rajasthan,Dausa,4310939215.760389,588423.2637127751,1179,120,1049,10,1,1637226.0,76.56121930727907,26.87757591886086,307.06,23.91,971.34,2.86,294.82,0.0,0.0,0.0,6912.637
192,194,Uttar Pradesh,Lucknow,3190762851.6413627,424088.0993980296,56656,5489,50412,755,0,3681416.0,80.8564314245124,26.839572196403136,303.74,42.45,992.19,1.55,119.78,0.00744,0.0,0.0,7085.991
193,195,Uttar Pradesh,Basti,3511407052.7310147,425200.6924988239,3910,424,3411,75,1,2068922.0,82.71138604327685,26.922566627593774,302.27,53.75,996.6,1.78,85.82,0.191145,0.0,0.0,6621.817
194,196,Uttar Pradesh,Gorakhpur,4185732452.8429604,627008.3440429362,16728,1805,14653,270,1,3784720.0,83.37684370613015,26.73066524504652,302.31,55.1,997.45,1.7,84.33,0.374744,0.0,0.0,6601.53
195,197,Assam,Nagaon,3223842941.791866,678381.1226578003,4515,1993,2506,16,2,2826007.0,92.89760527472676,26.385717150645373,299.84,64.0,981.03,0.59,290.72,1.171445,0.0,0.0,6332.573
196,198,Bihar,East Champaran,4986852498.411746,539281.1510061279,6929,460,6432,37,1,5099371.0,84.98926653998946,26.62664426038538,301.05,63.01,995.89,2.61,106.0,1.140906,0.0,0.0,4978.428
197,199,Rajasthan,Barmer,35136853798.78998,1191299.4491512126,2924,170,2724,30,1,2604453.0,71.77553728208315,25.825870656129695,308.54,19.23,988.81,5.49,259.71,0.0,0.0,0.0,7777.866
198,200,Assam,Morigaon,1887138455.0252407,252250.56956293434,638,74,557,7,1,957853.0,92.26421620587551,26.236167679365227,299.44,66.33,977.71,0.92,293.82,1.298691,0.0,0.0,6553.268
199,201,Assam,Kamrup,3864430066.3477774,594730.9971162375,4590,2491,2074,25,2,1517202.0,91.50091203690094,26.12871276723272,299.57,68.66,983.74,0.79,258.37,1.3443479999999999,0.0,0.0,6779.204
200,202,Assam,Bongaigaon,1360853222.4183092,328460.29013080115,1303,464,834,5,2,2060550.0,90.61196519347858,26.384779543346806,299.96,69.83,996.11,0.45,268.69,1.009837,0.0,0.0,6979.049
201,203,Bihar,Sitamarhi,2752071144.151701,434022.60933503724,3498,50,3437,11,2,3423574.0,85.56040263332274,26.484378622207956,301.32,61.86,999.31,2.66,110.51,0.951253,0.0,0.0,4815.984
202,204,Telangana,Nirmal,4182807464.906079,495593.7599904072,1687,1674,13,0,1,709418.0,78.34858295055648,19.098197271860855,308.79,23.98,965.04,0.07,31.89,2.7000000000000002e-05,0.0,0.0,6828.032
203,205,Telangana,Peddapalli,2476749597.6441393,255006.31835269555,3971,3970,1,0,2,795332.0,79.45577695208367,18.66029663184073,308.53,30.95,979.22,1.05,179.84,0.0015810000000000002,0.0,0.0,7059.572
204,206,Telangana,Ranga Reddy,5501801650.225718,571591.7709605427,17196,17177,17,2,0,2446265.0,78.42457236427433,17.165166224397137,306.28,35.57,950.56,1.44,178.35,0.010288,0.0,0.0,7015.926
205,207,Telangana,Sangareddy,4920613914.82014,665846.3338725647,5561,5555,6,0,1,1527628.0,77.92323929850863,17.816618645726454,307.55,29.33,947.54,0.83,186.8,0.0018210000000000001,0.0,0.0,7323.222
206,208,Telangana,Vikarabad,3991079844.3195953,437734.99467631103,1484,1468,15,1,0,927140.0,77.75288876570887,17.284825582569894,307.26,30.98,947.45,1.3,191.95,0.007031,0.0,0.0,7069.011
207,209,West Bengal,South 24 Parganas,8796819511.087929,2860637.1803000523,19083,1773,16954,356,0,8153176.0,88.55730101146696,21.95483562025565,301.24,76.71,1008.02,2.4,194.03,3.467305,0.0,0.0,6495.996
208,210,Andaman and Nicobar Islands,South Andaman,2453221236.884097,1495688.9408125773,51,19,32,0,0,237586.0,92.7502641245009,11.801903383592176,301.86,74.74,1008.45,2.27,99.09,12.895182,0.0,0.0,4597.287
209,211,Puducherry,Puducherry,313881167.6454413,358922.1788439868,25315,3804,21050,461,1,950289,79.72296053972197,11.907349296266686,304.29,64.15,1002.72,2.12,146.08,0.724414,0.0,0.0,5807.903
210,212,Tamil Nadu,Nagapattinam,2864209330.612114,567672.7550341618,5661,484,5090,87,1,1616450,79.70994126266882,10.81755005286665,304.73,62.06,1006.13,2.36,157.34,0.68765,0.0,0.0,5628.068
211,213,Telangana,Bhadradri Kothagudem,7782915649.069736,658280.1078633487,4532,4528,4,0,2,1069261.0,80.78077354568016,17.64584901551283,305.72,50.58,988.09,1.56,173.36,0.258212,0.0,0.0,7319.766
212,214,Uttar Pradesh,Agra,5120163426.121964,897245.9912853439,6175,534,5511,130,0,4418800.0,78.03602741401185,27.01546748529471,307.11,26.39,986.02,1.02,348.41,1e-06,0.0,0.0,7321.899
213,215,West Bengal,Jalpaiguri,4274422477.8386455,501976.3362746986,6714,721,5928,65,0,3872846,88.7251591549018,26.56052965388472,299.18,70.48,978.73,1.62,151.64,3.984426,0.0,7.900000000000001e-05,6633.704
214,216,Gujarat,Amreli,8565093316.487331,804821.2356155119,2362,460,1877,25,2,1513614.0,71.25772318271784,21.35834538883432,307.36,35.76,995.01,4.37,289.0,0.003807,0.0,0.0,7533.603
215,217,Karnataka,Mandya,5242737410.344157,561555.2835442771,12844,1754,10973,117,1,1805769.0,76.86126355483023,12.559231241196729,301.21,59.98,929.16,0.92,318.05,2.792506,0.0,0.0,5994.522
216,218,Chhattisgarh,Balod,3871641746.1003904,452862.7740064772,2837,665,2164,8,2,826165.0,81.17161477428733,20.752157219809835,306.72,29.8,966.38,1.02,300.05,7.000000000000001e-06,0.0,0.0,7408.808
217,219,Uttar Pradesh,Amroha,2824405492.2251105,397787.00150374963,3058,465,2552,41,0,1499193.0,78.39770836030706,28.83731769911601,304.19,42.74,981.11,1.46,114.84,0.097662,0.0,0.0,6996.673
218,220,Arunachal Pradesh,Upper Subansiri,8288549159.438012,544536.6356402646,309,97,212,0,2,83205.0,94.02017103856956,28.08727694930092,290.2,75.32,829.96,0.6,159.74,3.294537,0.013387999999999999,8.8e-05,6240.396
219,221,Uttar Pradesh,Hapur District,1457787663.4208732,285781.9668042673,2902,299,2551,52,1,1338211.0,77.84640141450971,28.710442876133847,305.3,37.4,981.22,0.39,131.2,0.016964,0.0,0.0,7248.24
220,222,Delhi,North Delhi,374781983.9634168,124517.06027887155,60,60,0,0,0,883418.0,77.11686251981567,28.82134348800418,306.0,32.92,979.7,0.34,268.5,0.000462,0.0,0.0,7383.392
221,223,Uttar Pradesh,Bulandshahr,4564836503.335051,441966.0025642322,3946,448,3433,65,0,3499171,78.086378894492,28.311378484808444,305.41,36.68,982.98,0.51,106.57,0.004195,0.0,0.0,7284.649
222,224,Delhi,South West Delhi,365433875.1443952,127028.15476816967,42,42,0,0,0,2292363.0,76.97351860443496,28.58491708053097,306.27,30.48,979.22,0.57,288.52,5e-05,0.0,0.0,7435.125
223,225,Delhi,South Delhi,211694293.4170476,77287.33452284013,70,70,0,0,0,2733752.0,77.1738516634479,28.47781502874503,306.07,31.67,980.05,0.44,291.37,1e-06,0.0,0.0,7411.257
224,226,Rajasthan,Jhunjhunu,7630806236.438834,592547.8330804027,1976,242,1720,14,1,2139658.0,75.66393422273873,28.122129229799075,306.72,23.75,966.57,2.81,273.42,0.0,0.0,0.0,7229.234
225,227,Assam,Tinsukia,4869285319.348788,487726.0680130487,3366,1543,1798,25,2,1316948.0,95.6328782156778,27.498210051044925,299.74,64.54,982.27,0.22,118.14,0.73022,0.0,0.0,6861.798
226,228,Haryana,Mahendragarh,2496980940.888768,456929.2096551946,3767,386,3374,7,2,921680.0,76.10331856937329,28.126514631256434,307.0,23.9,969.95,2.49,282.58,0.0,0.0,0.0,7348.535
227,229,Uttar Pradesh,Budaun,5487316154.868203,519381.2904798229,2873,147,2687,39,1,3681896,78.98234236005072,28.210864078088786,303.86,44.07,985.79,1.75,92.46,0.040483,0.0,0.0,6985.575
228,230,Rajasthan,Jaisalmer,48677585734.19594,1320649.530893054,956,154,791,11,1,672008.0,71.31152756519148,26.85826327217726,308.02,18.27,980.62,6.32,248.86,0.0,0.0,0.0,7611.92
229,231,Uttar Pradesh,Bahraich,6336130557.554482,671433.9449442961,3257,237,2960,60,1,2384239.0,81.59807516092812,27.560503842248178,301.68,54.01,991.13,2.47,113.58,0.265067,0.0,0.0,6192.803
230,232,Uttar Pradesh,Shahjahanpur,5551844251.198275,802613.6259118363,5892,378,5431,83,2,2549458.0,79.9007953459751,27.99850566571384,302.75,48.5,988.12,1.9,87.46,0.055876999999999996,0.0,0.0,6712.145
231,233,Haryana,Palwal,1733072960.5210962,248223.9044937098,2817,97,2701,19,1,1042708,77.36319432188792,28.072493836640273,306.02,31.54,981.8,0.5,318.55,0.0,0.0,0.0,7424.7
232,234,Arunachal Pradesh,Changlang,6401658097.342791,675151.5477695336,900,158,740,2,2,147951.0,96.3080348516603,27.287192493321797,294.81,70.8,911.62,0.25,356.88,0.9653510000000001,0.0,0.0,6765.639
233,235,Arunachal Pradesh,Tawang,3016230295.377064,326814.44938792696,320,48,271,1,2,49950.0,91.91814285115116,27.690620185046892,279.02,75.16,655.18,1.3,186.98,9.547175,7.999632000000001,0.001573,6595.228
234,236,Arunachal Pradesh,Papum Pare,4797625772.120491,481660.0384214122,4972,1506,3457,9,2,176385.0,93.50533341297614,27.2561771511032,294.45,72.72,904.15,0.34,172.46,4.3432699999999995,0.0,3e-06,5651.746
235,237,Uttar Pradesh,Kasganj,2511903769.9996405,372486.755655304,1401,168,1230,3,1,1438156.0,78.79788960794906,27.74333510567797,304.87,38.54,986.43,1.05,84.53,0.0036810000000000002,0.0,0.0,7239.277
236,238,Uttar Pradesh,Mathura,4271840628.726773,468130.1570038922,4277,459,3725,93,0,2069578.0,77.67080026118285,27.58608291435864,306.29,30.03,984.43,0.75,350.4,3.2e-05,0.0,0.0,7417.259
237,239,Assam,Lakhimpur,3803107989.049017,426714.7845396745,3006,1854,1135,17,2,1040644.0,94.10817590633303,27.141485841611317,297.8,69.63,958.96,0.25,89.07,2.18248,0.0,0.0,5965.061
238,240,Uttar Pradesh,Shrawasti,2472143701.6625714,348216.296673218,1039,83,944,12,1,1117361,81.90413485625596,27.670395104742155,301.08,55.46,984.47,2.26,111.17,0.6161439999999999,0.0,0.0,5751.22
239,241,Uttar Pradesh,Sitapur,7326370881.956299,621651.3888683226,3754,306,3399,49,1,3616510.0,80.86387230205982,27.517571003023864,302.72,48.61,991.65,2.37,120.68,0.056682,0.0,0.0,6722.728
240,242,Uttar Pradesh,Hathras,2277400240.7152405,401881.8756257218,1028,47,974,7,2,1333372.0,78.10374486341503,27.564966703286522,306.08,31.17,985.22,0.51,19.85,9.6e-05,0.0,0.0,7389.883
241,243,Uttar Pradesh,Etah,3092733353.62025,568703.60962742,1861,229,1615,17,1,2788274.0,78.7575138446872,27.49133753444736,305.2,36.1,986.64,0.83,65.72,0.00048600000000000005,0.0,0.0,7324.229
242,244,Uttar Pradesh,Hardoi,7617324038.718709,666720.7686754572,4821,399,4341,81,1,3397414.0,80.24917131397616,27.303450064712177,303.93,41.72,990.5,1.57,115.83,0.01014,0.0,0.0,7009.802
243,245,Assam,Sivasagar,1987497935.8950653,309064.0560069597,529,32,473,24,2,1150253.0,94.67001774355448,26.948267156731355,299.01,66.36,973.35,0.27,25.56,1.2578479999999999,0.0,0.0,6207.146
244,247,Assam,Jorhat,2576738021.283805,395207.9125973393,8671,6885,1752,34,2,1091295.0,94.27669973393256,26.645859529009964,298.49,67.3,965.72,0.35,65.74,1.3616700000000002,0.0,0.0,6219.762
245,249,Uttar Pradesh,Firozabad,3070406016.7163672,446768.03778944025,2786,194,2534,58,0,2045737.0,78.52880484137863,27.169405461312845,306.19,30.53,986.99,0.66,27.14,0.00011,0.0,0.0,7340.749
246,250,Uttar Pradesh,Mainpuri,3473523592.061265,431528.82776953775,2852,181,2623,48,1,1592875.0,79.02185281708468,27.181892525904058,305.48,33.88,987.98,0.73,63.8,0.00058,0.0,0.0,7296.088
247,251,Uttar Pradesh,Gonda,5042177109.779589,588194.6941434675,4020,360,3613,47,1,2765754.0,82.14113350649146,27.15757091020161,301.91,54.08,993.83,2.05,98.12,0.176958,0.0,0.0,6494.091
248,252,Assam,Golaghat,4415103605.567828,696715.3265050518,3803,2121,1656,26,2,1058674.0,93.82487382481258,26.448144336859517,299.06,65.79,972.77,0.16,51.9,1.281585,0.0,0.0,6222.565
249,253,Uttar Pradesh,Barabanki,4857939175.077639,560405.5554302951,6535,443,6021,71,2,2673394.0,81.30132945993856,26.960958275318756,302.95,47.78,993.18,1.97,113.32,0.019933000000000003,0.0,0.0,7028.962
250,254,Uttar Pradesh,Kushinagar,3627731476.071086,523323.7329257588,4981,351,4581,49,2,2923290.0,83.87752900391818,26.870051768232187,301.71,59.01,996.75,2.04,92.63,0.8797360000000001,0.0,0.0,5964.187
251,255,Nagaland,Mokokchung,2012601152.2058094,350894.28287707036,55,11,44,0,2,194622.0,94.51626046406386,26.443263669654833,296.93,67.59,935.66,0.24,42.49,1.937129,0.0,0.0,6123.733
252,256,Assam,Udalguri,2536327317.411821,488761.7359520272,758,86,666,6,2,832769.0,91.95489408297634,26.623707703103314,297.87,69.49,962.07,0.96,300.34,1.409741,0.0,0.0,6486.337
253,257,Assam,Chirang,2421100450.315153,316624.72083791124,280,56,219,5,2,481818.0,90.62276100003638,26.60836144061289,298.12,71.87,968.7,0.38,273.15,1.228501,0.0,0.0,6918.978
254,258,Uttar Pradesh,Sant Kabir Nagar,2067959782.8262188,448483.99092021055,2730,186,2505,39,0,1714300.0,83.03119056668329,26.798957107326974,302.35,54.17,997.27,1.7,82.41,0.252254,0.0,0.0,6675.106
255,259,Rajasthan,Karauli,6296818213.184202,597467.8218386432,1005,169,823,13,1,1458459.0,76.90407536651352,26.47898300279336,307.85,22.54,974.32,2.71,299.34,0.0,0.0,0.0,6920.76
256,260,Uttar Pradesh,Unnao,5738751293.0517645,611943.8069409297,3654,552,3032,70,1,2700426.0,80.65006867682446,26.66300531961502,304.25,39.15,992.0,1.29,125.58,0.001941,0.0,0.0,7134.201
257,261,Assam,Darrang,1983220440.94814,420435.56624237524,1967,219,1730,18,2,908090.0,91.9518141366804,26.463095956154827,299.67,68.34,990.55,1.21,307.53,0.924394,0.0,0.0,6558.23
258,262,Rajasthan,Dholpur,3813713175.513125,454744.6014859554,3102,147,2929,26,1,1207293.0,77.72389578488799,26.69692321157788,307.8,24.15,982.88,1.46,331.22,0.0,0.0,0.0,7202.054
259,263,Nagaland,Tuensang,2694881513.565613,322045.05247006874,113,31,82,0,2,196596.0,94.74961300644546,26.228058410047485,294.7,68.05,893.29,0.27,326.84,3.2726599999999997,0.0,0.0,5758.906
260,264,Uttar Pradesh,Kanpur Nagar,3753037918.3320327,525784.4538132536,26338,2903,22740,695,0,4137489.0,80.2034457882526,26.374914860332364,305.14,33.94,991.54,0.85,111.49,7.7e-05,0.0,0.0,7238.073
261,265,Uttar Pradesh,Auraiya,2537270401.049292,318909.1425644702,2456,244,2179,33,1,1179496.0,79.45441716669488,26.66382543279975,305.74,31.71,989.67,0.7,64.91,8.7e-05,0.0,0.0,7306.786
262,266,Assam,Barpeta,2848021914.963253,470876.8601500982,1121,90,1024,7,2,1693190.0,91.0597975910367,26.426295581556538,299.9,70.39,998.72,0.61,294.65,0.822183,0.0,0.0,6882.593
263,267,Madhya Pradesh,Morena,6242471206.892191,718898.6693126386,2646,83,2540,23,1,1965970.0,77.91791247463881,26.35396171594089,308.1,22.98,980.84,1.57,330.9,0.0,0.0,0.0,7149.341
264,268,Uttar Pradesh,Faizabad,3379964270.550798,421103.51760057604,6450,728,5642,80,1,2087914.0,82.0105170636641,26.598849339069446,302.95,48.87,995.08,1.29,108.6,0.013994999999999999,0.0,0.0,7085.462
265,269,Assam,Nalbari,1309160721.6949556,264815.4046205407,948,106,828,14,2,769919.0,91.38396015560443,26.40551529671386,299.82,70.06,996.69,0.78,298.11,0.847785,0.0,0.0,6784.357
