,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow Depth,Short-wave irradiation
181,14082380055.294012,969634.1558595364,24571,9213,15029,329,-1,6663971.0,305.71,25.37,961.14,3.65,283.07,0.0,0.0,0.0,6987.198
182,28556964765.73136,1185635.3166035241,22501,4963,17387,151,-1,3685681.0,307.84,18.34,976.23,5.42,259.69,0.0,0.0,0.0,7698.491
183,6430485431.223785,836600.5301115492,4618,196,4338,84,-1,2549121.0,306.96,26.42,981.07,1.39,325.04,0.0,0.0,0.0,7302.645
184,22535989323.918262,1097482.1791440044,3865,74,3742,49,-1,3309234.0,306.32,22.87,967.8,4.43,260.81,0.0,0.0,0.0,7494.846
185,2779411957.5624237,394065.3000807167,3440,864,2531,45,1,1577237.0,304.66,38.61,988.73,1.05,86.73,0.0033469999999999997,0.0,0.0,7195.878
186,6627885981.716919,545933.7884607676,5087,292,4779,16,1,3935042.0,301.0,62.88,994.66,2.33,101.74,1.451648,0.0,0.0,5179.881
187,3680721806.7233796,477085.7260257534,3325,311,2977,37,1,2038598.0,301.4,56.55,991.59,2.05,83.38,0.553579,0.0,0.0,6125.415
188,3737070034.148085,461447.21685151453,4935,356,4502,77,1,2167041.0,301.16,59.8,992.44,2.07,81.62,1.197592,0.0,0.0,5782.858
189,4338227996.143073,356664.9528848081,2548,814,1727,7,1,1925975.0,298.5,66.06,963.1,0.54,284.23,1.808932,0.0,0.0,6206.714
190,2563481713.894229,371183.79848770227,8634,803,7716,115,-1,1797422.0,295.7,71.91,919.72,1.31,151.1,6.856495,0.0,0.000573,6403.868
191,4310939215.760389,588423.2637127751,1179,120,1049,10,0,1637226.0,307.06,23.91,971.34,2.86,294.82,0.0,0.0,0.0,6912.637
192,3190762851.6413627,424088.0993980296,56656,5489,50412,755,-1,3681416.0,303.74,42.45,992.19,1.55,119.78,0.00744,0.0,0.0,7085.991
193,3511407052.7310147,425200.6924988239,3910,424,3411,75,0,2068922.0,302.27,53.75,996.6,1.78,85.82,0.191145,0.0,0.0,6621.817
194,4185732452.8429604,627008.3440429362,16728,1805,14653,270,0,3784720.0,302.31,55.1,997.45,1.7,84.33,0.374744,0.0,0.0,6601.53
195,3223842941.791866,678381.1226578003,4515,1993,2506,16,1,2826007.0,299.84,64.0,981.03,0.59,290.72,1.171445,0.0,0.0,6332.573
196,4986852498.411746,539281.1510061279,6929,460,6432,37,0,5099371.0,301.05,63.01,995.89,2.61,106.0,1.140906,0.0,0.0,4978.428
197,35136853798.78998,1191299.4491512126,2924,170,2724,30,0,2604453.0,308.54,19.23,988.81,5.49,259.71,0.0,0.0,0.0,7777.866
198,1887138455.0252407,252250.56956293434,638,74,557,7,0,957853.0,299.44,66.33,977.71,0.92,293.82,1.298691,0.0,0.0,6553.268
199,3864430066.3477774,594730.9971162375,4590,2491,2074,25,1,1517202.0,299.57,68.66,983.74,0.79,258.37,1.3443479999999999,0.0,0.0,6779.204
200,1360853222.4183092,328460.29013080115,1303,464,834,5,1,2060550.0,299.96,69.83,996.11,0.45,268.69,1.009837,0.0,0.0,6979.049
201,2752071144.151701,434022.60933503724,3498,50,3437,11,1,3423574.0,301.32,61.86,999.31,2.66,110.51,0.951253,0.0,0.0,4815.984
202,4182807464.906079,495593.7599904072,1687,1674,13,0,0,709418.0,308.79,23.98,965.04,0.07,31.89,2.7000000000000002e-05,0.0,0.0,6828.032
203,2476749597.6441393,255006.31835269555,3971,3970,1,0,1,795332.0,308.53,30.95,979.22,1.05,179.84,0.0015810000000000002,0.0,0.0,7059.572
204,5501801650.225718,571591.7709605427,17196,17177,17,2,-1,2446265.0,306.28,35.57,950.56,1.44,178.35,0.010288,0.0,0.0,7015.926
205,4920613914.82014,665846.3338725647,5561,5555,6,0,0,1527628.0,307.55,29.33,947.54,0.83,186.8,0.0018210000000000001,0.0,0.0,7323.222
206,3991079844.3195953,437734.99467631103,1484,1468,15,1,-1,927140.0,307.26,30.98,947.45,1.3,191.95,0.007031,0.0,0.0,7069.011
207,8796819511.087929,2860637.1803000523,19083,1773,16954,356,-1,8153176.0,301.24,76.71,1008.02,2.4,194.03,3.467305,0.0,0.0,6495.996
208,2453221236.884097,1495688.9408125773,51,19,32,0,-1,237586.0,301.86,74.74,1008.45,2.27,99.09,12.895182,0.0,0.0,4597.287
209,313881167.6454413,358922.1788439868,25315,3804,21050,461,0,950289,304.29,64.15,1002.72,2.12,146.08,0.724414,0.0,0.0,5807.903
210,2864209330.612114,567672.7550341618,5661,484,5090,87,0,1616450,304.73,62.06,1006.13,2.36,157.34,0.68765,0.0,0.0,5628.068
211,7782915649.069736,658280.1078633487,4532,4528,4,0,1,1069261.0,305.72,50.58,988.09,1.56,173.36,0.258212,0.0,0.0,7319.766
212,5120163426.121964,897245.9912853439,6175,534,5511,130,-1,4418800.0,307.11,26.39,986.02,1.02,348.41,1e-06,0.0,0.0,7321.899
213,4274422477.8386455,501976.3362746986,6714,721,5928,65,-1,3872846,299.18,70.48,978.73,1.62,151.64,3.984426,0.0,7.900000000000001e-05,6633.704
214,8565093316.487331,804821.2356155119,2362,460,1877,25,1,1513614.0,307.36,35.76,995.01,4.37,289.0,0.003807,0.0,0.0,7533.603
215,5242737410.344157,561555.2835442771,12844,1754,10973,117,0,1805769.0,301.21,59.98,929.16,0.92,318.05,2.792506,0.0,0.0,5994.522
216,3871641746.1003904,452862.7740064772,2837,665,2164,8,1,826165.0,306.72,29.8,966.38,1.02,300.05,7.000000000000001e-06,0.0,0.0,7408.808
217,2824405492.2251105,397787.00150374963,3058,465,2552,41,-1,1499193.0,304.19,42.74,981.11,1.46,114.84,0.097662,0.0,0.0,6996.673
218,8288549159.438012,544536.6356402646,309,97,212,0,1,83205.0,290.2,75.32,829.96,0.6,159.74,3.294537,0.013387999999999999,8.8e-05,6240.396
219,1457787663.4208732,285781.9668042673,2902,299,2551,52,0,1338211.0,305.3,37.4,981.22,0.39,131.2,0.016964,0.0,0.0,7248.24
220,374781983.9634168,124517.06027887155,60,60,0,0,-1,883418.0,306.0,32.92,979.7,0.34,268.5,0.000462,0.0,0.0,7383.392
221,4564836503.335051,441966.0025642322,3946,448,3433,65,-1,3499171,305.41,36.68,982.98,0.51,106.57,0.004195,0.0,0.0,7284.649
222,365433875.1443952,127028.15476816967,42,42,0,0,-1,2292363.0,306.27,30.48,979.22,0.57,288.52,5e-05,0.0,0.0,7435.125
223,211694293.4170476,77287.33452284013,70,70,0,0,-1,2733752.0,306.07,31.67,980.05,0.44,291.37,1e-06,0.0,0.0,7411.257
224,7630806236.438834,592547.8330804027,1976,242,1720,14,0,2139658.0,306.72,23.75,966.57,2.81,273.42,0.0,0.0,0.0,7229.234
225,4869285319.348788,487726.0680130487,3366,1543,1798,25,1,1316948.0,299.74,64.54,982.27,0.22,118.14,0.73022,0.0,0.0,6861.798
226,2496980940.888768,456929.2096551946,3767,386,3374,7,1,921680.0,307.0,23.9,969.95,2.49,282.58,0.0,0.0,0.0,7348.535
227,5487316154.868203,519381.2904798229,2873,147,2687,39,0,3681896,303.86,44.07,985.79,1.75,92.46,0.040483,0.0,0.0,6985.575
228,48677585734.19594,1320649.530893054,956,154,791,11,0,672008.0,308.02,18.27,980.62,6.32,248.86,0.0,0.0,0.0,7611.92
229,6336130557.554482,671433.9449442961,3257,237,2960,60,0,2384239.0,301.68,54.01,991.13,2.47,113.58,0.265067,0.0,0.0,6192.803
230,5551844251.198275,802613.6259118363,5892,378,5431,83,1,2549458.0,302.75,48.5,988.12,1.9,87.46,0.055876999999999996,0.0,0.0,6712.145
231,1733072960.5210962,248223.9044937098,2817,97,2701,19,0,1042708,306.02,31.54,981.8,0.5,318.55,0.0,0.0,0.0,7424.7
232,6401658097.342791,675151.5477695336,900,158,740,2,1,147951.0,294.81,70.8,911.62,0.25,356.88,0.9653510000000001,0.0,0.0,6765.639
233,3016230295.377064,326814.44938792696,320,48,271,1,1,49950.0,279.02,75.16,655.18,1.3,186.98,9.547175,7.999632000000001,0.001573,6595.228
234,4797625772.120491,481660.0384214122,4972,1506,3457,9,1,176385.0,294.45,72.72,904.15,0.34,172.46,4.3432699999999995,0.0,3e-06,5651.746
235,2511903769.9996405,372486.755655304,1401,168,1230,3,0,1438156.0,304.87,38.54,986.43,1.05,84.53,0.0036810000000000002,0.0,0.0,7239.277
236,4271840628.726773,468130.1570038922,4277,459,3725,93,-1,2069578.0,306.29,30.03,984.43,0.75,350.4,3.2e-05,0.0,0.0,7417.259
237,3803107989.049017,426714.7845396745,3006,1854,1135,17,1,1040644.0,297.8,69.63,958.96,0.25,89.07,2.18248,0.0,0.0,5965.061
238,2472143701.6625714,348216.296673218,1039,83,944,12,0,1117361,301.08,55.46,984.47,2.26,111.17,0.6161439999999999,0.0,0.0,5751.22
239,7326370881.956299,621651.3888683226,3754,306,3399,49,0,3616510.0,302.72,48.61,991.65,2.37,120.68,0.056682,0.0,0.0,6722.728
240,2277400240.7152405,401881.8756257218,1028,47,974,7,1,1333372.0,306.08,31.17,985.22,0.51,19.85,9.6e-05,0.0,0.0,7389.883
241,3092733353.62025,568703.60962742,1861,229,1615,17,0,2788274.0,305.2,36.1,986.64,0.83,65.72,0.00048600000000000005,0.0,0.0,7324.229
242,7617324038.718709,666720.7686754572,4821,399,4341,81,0,3397414.0,303.93,41.72,990.5,1.57,115.83,0.01014,0.0,0.0,7009.802
243,1987497935.8950653,309064.0560069597,529,32,473,24,1,1150253.0,299.01,66.36,973.35,0.27,25.56,1.2578479999999999,0.0,0.0,6207.146
244,2576738021.283805,395207.9125973393,8671,6885,1752,34,1,1091295.0,298.49,67.3,965.72,0.35,65.74,1.3616700000000002,0.0,0.0,6219.762
245,3070406016.7163672,446768.03778944025,2786,194,2534,58,-1,2045737.0,306.19,30.53,986.99,0.66,27.14,0.00011,0.0,0.0,7340.749
246,3473523592.061265,431528.82776953775,2852,181,2623,48,0,1592875.0,305.48,33.88,987.98,0.73,63.8,0.00058,0.0,0.0,7296.088
247,5042177109.779589,588194.6941434675,4020,360,3613,47,0,2765754.0,301.91,54.08,993.83,2.05,98.12,0.176958,0.0,0.0,6494.091
248,4415103605.567828,696715.3265050518,3803,2121,1656,26,1,1058674.0,299.06,65.79,972.77,0.16,51.9,1.281585,0.0,0.0,6222.565
249,4857939175.077639,560405.5554302951,6535,443,6021,71,1,2673394.0,302.95,47.78,993.18,1.97,113.32,0.019933000000000003,0.0,0.0,7028.962
250,3627731476.071086,523323.7329257588,4981,351,4581,49,1,2923290.0,301.71,59.01,996.75,2.04,92.63,0.8797360000000001,0.0,0.0,5964.187
251,2012601152.2058094,350894.28287707036,55,11,44,0,1,194622.0,296.93,67.59,935.66,0.24,42.49,1.937129,0.0,0.0,6123.733
252,2536327317.411821,488761.7359520272,758,86,666,6,1,832769.0,297.87,69.49,962.07,0.96,300.34,1.409741,0.0,0.0,6486.337
253,2421100450.315153,316624.72083791124,280,56,219,5,1,481818.0,298.12,71.87,968.7,0.38,273.15,1.228501,0.0,0.0,6918.978
254,2067959782.8262188,448483.99092021055,2730,186,2505,39,-1,1714300.0,302.35,54.17,997.27,1.7,82.41,0.252254,0.0,0.0,6675.106
255,6296818213.184202,597467.8218386432,1005,169,823,13,0,1458459.0,307.85,22.54,974.32,2.71,299.34,0.0,0.0,0.0,6920.76
256,5738751293.0517645,611943.8069409297,3654,552,3032,70,0,2700426.0,304.25,39.15,992.0,1.29,125.58,0.001941,0.0,0.0,7134.201
257,1983220440.94814,420435.56624237524,1967,219,1730,18,1,908090.0,299.67,68.34,990.55,1.21,307.53,0.924394,0.0,0.0,6558.23
258,3813713175.513125,454744.6014859554,3102,147,2929,26,0,1207293.0,307.8,24.15,982.88,1.46,331.22,0.0,0.0,0.0,7202.054
259,2694881513.565613,322045.05247006874,113,31,82,0,1,196596.0,294.7,68.05,893.29,0.27,326.84,3.2726599999999997,0.0,0.0,5758.906
260,3753037918.3320327,525784.4538132536,26338,2903,22740,695,-1,4137489.0,305.14,33.94,991.54,0.85,111.49,7.7e-05,0.0,0.0,7238.073
261,2537270401.049292,318909.1425644702,2456,244,2179,33,0,1179496.0,305.74,31.71,989.67,0.7,64.91,8.7e-05,0.0,0.0,7306.786
262,2848021914.963253,470876.8601500982,1121,90,1024,7,1,1693190.0,299.9,70.39,998.72,0.61,294.65,0.822183,0.0,0.0,6882.593
263,6242471206.892191,718898.6693126386,2646,83,2540,23,0,1965970.0,308.1,22.98,980.84,1.57,330.9,0.0,0.0,0.0,7149.341
264,3379964270.550798,421103.51760057604,6450,728,5642,80,0,2087914.0,302.95,48.87,995.08,1.29,108.6,0.013994999999999999,0.0,0.0,7085.462
265,1309160721.6949556,264815.4046205407,948,106,828,14,1,769919.0,299.82,70.06,996.69,0.78,298.11,0.847785,0.0,0.0,6784.357
266,3954448264.680868,423040.33343662607,1767,333,1409,25,1,1584037.0,305.35,33.01,990.89,0.75,97.83,1.9e-05,0.0,0.0,7225.714
267,5589049795.640727,664122.798794014,983,24,952,7,1,1703005.0,307.48,25.01,986.69,0.98,2.87,0.0,0.0,0.0,7244.909
268,6264683387.162876,653444.5636158246,971,113,839,19,0,1338114.0,307.2,22.93,974.19,3.33,295.5,0.0,0.0,0.0,7035.441
269,3175395975.7430296,450039.92004760576,5832,269,5489,74,1,2730376.0,302.6,54.64,998.21,1.61,90.29,0.273766,0.0,0.0,6829.175
270,8976418852.367445,783583.5379092725,1423,112,1289,22,0,1421711.0,306.74,23.63,972.05,3.85,289.1,0.0,0.0,0.0,7241.112
271,1999491599.559264,240821.7976270431,3456,3454,2,0,0,552037.0,307.96,29.42,962.06,0.72,178.19,7.900000000000001e-05,0.0,0.0,7093.402
272,2315978458.624556,335776.7811030367,2399,2399,0,0,1,718537.0,307.4,37.68,978.14,1.89,178.11,0.016449000000000002,0.0,0.0,7242.113
273,3603074633.884839,402713.5013987243,2602,2602,0,0,1,739448.0,306.4,37.96,960.64,1.59,174.96,0.004878,0.0,0.0,7207.858
274,2903080269.118953,418810.09756871726,6000,1073,4913,14,0,1440361,302.05,76.43,1006.04,2.34,180.59,2.517876,0.0,0.0,7047.574
275,565676122.8722451,247012.1311687068,1516,55,1455,1,1,343709,304.58,56.11,994.38,3.17,270.37,0.169397,0.0,0.0,7169.054
276,9497554046.42722,735689.0810504011,20505,192,20084,229,1,3529031.0,303.77,54.55,974.52,0.38,194.89,0.483692,0.0,0.0,7405.399
277,3895254756.8361344,552674.5279884376,21281,1225,19812,244,0,2605914.0,305.13,56.82,1001.82,1.87,132.31,0.457578,0.0,0.0,6298.208
278,4418487780.590079,844671.2303368191,5678,156,5402,120,0,1353445.0,304.69,64.3,1005.99,3.32,185.29,1.1347209999999999,0.0,0.0,5565.779
279,44876678.15913832,45699.26411873613,25,25,0,0,-1,2240749.0,305.89,33.48,980.06,0.29,265.23,0.000516,0.0,0.0,7368.178
280,204409942.47356653,87850.726672744,37,37,0,0,-1,133713.0,306.05,31.97,979.98,0.4,286.25,9.7e-05,0.0,0.0,7404.459
281,2370928424.6536183,330336.5522920903,2480,2480,0,0,1,577758.0,307.46,32.78,962.38,1.28,173.09,0.019821000000000002,0.0,0.0,6499.63
282,7357267874.264158,660315.540582062,5203,1054,4141,8,1,1273821.0,303.98,52.28,980.85,0.22,31.1,0.28538,0.0,0.0,7421.332
283,2027019849.495001,293789.1150318924,108,3,105,0,0,226769.0,305.22,43.2,967.11,3.55,271.85,0.038179000000000005,0.0,0.0,7252.478
284,4685017060.78639,470530.9870896529,2890,271,2608,11,1,799781,305.55,34.1,963.56,0.77,302.9,1.3000000000000001e-05,0.0,0.0,7411.223
285,4647876780.515438,548454.9236930496,3677,68,3585,24,1,577817.0,303.94,55.62,975.01,0.58,191.72,0.6642100000000001,0.0,0.0,7272.731
286,3486125843.9065704,2694024.380279899,1,0,1,0,1,105597,302.35,71.6,1008.07,1.79,94.55,4.440434,0.0,0.0,5506.299
287,3713268497.3370094,476884.5795326601,5978,879,5043,56,1,1082636.0,301.82,55.78,925.44,0.48,20.95,1.908457,0.0,0.0,6409.803
288,1719339557.2039232,898607.7335860321,0,0,0,0,1,36819.0,300.6,79.89,1008.76,2.03,148.06,25.045081,0.0,0.0,3077.608
289,8393805762.554352,466057.050852009,153,44,109,0,1,21089.0,285.74,72.2,751.1,0.99,229.48,4.406051000000001,0.0,3.1e-05,6920.408
290,3172927522.178113,459070.9957074814,765,319,440,6,1,688077.0,298.01,68.32,960.97,0.03,342.75,1.182328,0.0,0.0,6289.309
291,1375923044.6464446,193458.46173709078,366,93,273,0,1,111997.0,297.26,65.82,938.17,0.4,13.25,1.5490629999999999,0.0,0.0,6318.982
292,2691191894.725689,344579.9123397875,420,80,331,2,1,250260.0,296.62,67.02,928.19,0.35,324.53,2.432114,0.0,0.0,5947.592
293,695054389.9682858,201886.9246677215,13,1,6,0,1,50484.0,296.61,67.8,930.04,0.24,354.2,2.322294,0.0,0.0,5962.25
294,2643850176.169274,354725.64992213936,2593,157,2401,35,0,1385227.0,304.92,35.89,989.43,0.85,91.62,0.000779,0.0,0.0,7182.679
295,3055675975.6668863,556608.5567904782,687,234,447,6,1,953773.0,298.7,70.54,978.47,0.77,304.21,0.873418,0.0,0.0,6716.518
296,3924564841.0196633,448699.75580354093,408,45,353,10,1,930404.0,299.73,70.58,992.36,0.44,214.37,1.1097860000000002,0.0,0.0,6939.953
297,2930559816.3104672,373560.1782550947,4306,397,3844,65,0,1340031.0,306.23,29.91,988.64,0.67,38.65,3.8e-05,0.0,0.0,7313.441
298,3061952688.7079983,484637.9334803056,3429,301,3071,57,0,3190926.0,303.77,44.78,995.84,0.82,119.3,0.00613,0.0,0.0,7193.337
299,15317415844.09089,989284.2022642428,6188,228,5892,68,0,2038533.0,307.2,19.48,969.11,4.8,266.61,0.0,0.0,0.0,7731.212
300,1234915744.82653,246445.6275218507,44953,30252,14599,102,1,1260419.0,298.95,67.52,970.05,0.79,280.61,1.429142,0.0,0.0,6658.482
301,5243196777.111924,566916.898040398,4824,487,4262,75,0,3950808.0,303.81,46.47,997.51,0.91,107.78,0.011998,0.0,0.0,7193.352
302,5676052566.116476,445864.1208398657,11011,1110,9763,138,-1,2032036.0,308.13,22.46,978.84,1.53,339.23,0.0,0.0,0.0,7132.044
303,3711648438.878218,494826.34894406406,6186,495,5608,83,1,2752412.0,303.35,50.82,999.11,1.5,97.64,0.09299400000000001,0.0,0.0,6930.061
304,3327007888.4556856,509972.373216649,4324,236,4059,29,1,4261566.0,302.24,57.21,1001.53,2.66,103.02,0.84147,0.0,0.0,5540.439
305,7090132671.376175,549568.8380753901,1275,94,1173,8,1,1113725.0,307.79,20.69,973.75,3.69,295.19,0.0,0.0,0.0,7312.765
306,3747668228.128681,539345.305757986,5898,288,5599,11,1,3071029.0,301.6,63.15,1002.92,2.01,115.83,1.973296,0.0,0.0,6197.399
307,6268232539.257074,720174.3880759992,9385,795,8485,105,-1,1950491.0,307.78,21.03,972.99,3.3,306.52,0.0,0.0,0.0,7291.818
308,6725851139.946601,654740.5978264826,20676,1860,18523,293,0,5954391,304.25,39.51,992.82,0.68,163.6,3.5e-05,0.0,0.0,7328.946
309,1886363783.8684914,332266.4118065573,15241,1824,13134,283,-1,3147927.0,304.17,43.58,994.39,0.43,141.85,0.0013050000000000002,0.0,0.0,7301.389
310,3122477728.993326,538304.353963031,3307,184,3103,20,0,3937385.0,301.66,59.63,1000.34,2.66,106.16,1.00179,0.0,0.0,5037.217
311,8545512170.506942,710410.6662519809,1345,88,1232,25,1,1223921.0,307.21,21.73,966.61,3.24,320.3,0.0,0.0,0.0,7324.335
312,14185448231.286526,977939.8015257858,5244,429,4763,52,0,3067549.0,306.81,18.46,950.28,4.49,290.88,0.0,0.0,0.0,7808.8
313,7667079351.766853,734727.122142378,1850,213,1609,28,1,2365106.0,304.01,36.2,978.06,0.54,202.9,0.000323,0.0,0.0,7340.109
314,3038175714.8171463,424076.0179839664,2907,313,2578,16,0,2219146.0,302.79,51.01,987.89,1.64,102.52,0.313126,0.0,0.0,6988.897
315,6046023704.855162,689330.1687076122,5968,342,5581,45,-1,4391418.0,303.94,43.4,983.75,1.19,75.22,0.099891,0.0,0.0,7298.973
316,7671896680.544251,843050.0974095088,2491,107,2373,11,-1,1411327.0,307.62,22.19,962.77,3.04,316.81,1e-06,0.0,0.0,7254.812
317,2201687060.190328,374810.33974036854,794,122,670,2,1,900422.0,301.73,63.04,997.08,1.85,123.51,2.5688869999999997,0.0,0.0,6415.282
318,6705957016.067888,622770.1962190797,1603,122,1464,17,0,1340411.0,307.65,21.4,958.47,3.3,305.27,2e-06,0.0,0.0,7306.969
319,1731195118.2014682,300961.16112487373,3164,234,2894,36,-1,1367765.0,302.12,58.52,997.24,2.21,109.04,1.0085819999999999,0.0,0.0,6517.247
320,4222505406.465653,482422.5801033479,1394,72,1322,0,1,339812.0,297.87,69.24,944.07,0.63,283.57,3.145714,0.0,0.0,6088.42
321,3004783119.310226,347764.3856877725,2672,153,2504,15,0,1492073.0,301.43,60.72,985.19,1.32,125.72,1.044537,0.0,0.0,6753.756
322,5302082127.995914,529854.8997608492,2841,122,2708,11,1,1939869.0,304.09,39.14,972.42,0.92,10.57,0.015918,0.0,0.0,7516.785
323,4492830790.296565,584303.6718379171,1229,126,1095,8,1,1042886.0,302.7,45.39,963.95,0.77,59.76,0.116378,0.0,0.0,7461.361
324,1246303510.7750845,284706.4479981593,2613,109,2480,24,1,"484,233",299.7,79.47,1003.84,1.53,184.68,2.5673880000000002,0.0,0.0,6719.741
325,8774035044.529922,753938.4526352047,1795,171,1588,36,0,1458875.0,307.22,19.52,955.13,3.14,334.85,6e-06,0.0,0.0,7373.059
326,5254775133.563046,666350.3463748295,3081,847,2204,30,0,2027727.0,308.91,23.29,996.75,4.45,289.91,5e-06,0.0,0.0,7651.184
327,4544680098.7954855,426564.47565984033,2070,214,1839,17,0,1388906.0,308.76,17.48,976.05,4.32,289.57,0.0,0.0,0.0,7648.104
328,2450499151.549298,250339.4985537928,5429,527,4835,67,0,2684487.0,301.35,59.6,978.5,0.85,133.15,0.834525,0.0,0.0,6872.594
329,3457778569.119748,474606.5816593964,4372,444,3896,32,0,2062330.0,301.15,58.56,970.96,0.72,117.98,0.662159,0.0,0.0,7061.23
330,1669212116.6097546,369989.77155408944,3656,164,3471,21,1,949443.0,301.07,55.19,959.44,0.64,83.37,0.38818600000000003,0.0,0.0,7285.75
331,3304232243.401012,421420.42314211023,18931,1974,16543,414,-1,2371061.0,307.55,19.74,953.98,3.12,333.53,4e-06,0.0,0.0,7267.642
332,7267950421.761548,802691.5888569424,3102,245,2761,96,-1,1986864.0,307.75,19.23,952.15,3.55,307.38,2e-06,0.0,0.0,7240.954
333,8236691019.453779,987619.2593920024,38381,3614,32929,1838,-1,7045313.0,309.0,28.03,1003.19,4.44,293.05,3.4e-05,0.0,0.0,7575.458
334,5967320594.3098545,703461.6994728914,21414,2993,18286,135,-1,2914253.0,301.13,54.07,953.84,0.71,46.29,0.283569,0.0,0.0,7431.754
335,3714098917.792247,558737.2926168065,14110,1388,12473,249,0,5520389.0,301.84,69.0,1005.56,1.73,189.85,2.598296,0.0,0.0,6449.373
336,4616757364.14656,554842.6359715828,27289,4554,22127,608,-1,3276697.0,308.54,18.15,957.7,4.03,309.27,1.7e-05,0.0,0.0,7232.43
337,4198777068.231749,464467.86166929064,14859,1619,12927,313,1,2293919.0,301.47,65.27,985.78,0.91,151.31,1.0371139999999999,0.0,0.0,7021.647
338,4754400411.248236,529100.5435590632,13107,2132,10780,195,-1,3093795.0,308.83,28.62,997.78,3.38,273.52,0.0008300000000000001,0.0,0.0,7507.901
339,1706318210.0707762,276714.14778507396,19881,1367,17908,606,-1,4850029.0,301.7,71.02,1006.67,1.99,193.51,2.8509700000000002,0.0,0.0,6444.952
340,9364767926.210121,745375.1040203101,3482,233,3201,48,0,1873046.0,309.45,18.25,970.67,4.37,305.93,2.5e-05,0.0,0.0,7284.502
341,5944309840.157407,660798.3292784069,2439,253,2171,15,0,1550822.0,307.88,37.92,1003.31,3.17,253.24,0.035733999999999995,0.0,0.0,7489.623
342,4510304490.867512,423964.06338249607,6131,1655,4439,37,1,1619707,304.71,37.99,975.37,0.9,333.66,2.8999999999999997e-05,0.0,0.0,7411.738
343,14117651666.385098,1014017.1548751077,14769,1921,12543,305,0,2606063.0,307.9,21.42,957.31,1.8,303.4,0.000134,0.0,0.0,6837.947
344,4976610389.321245,573579.2934618569,31402,2497,28113,792,-1,6079231.0,306.72,44.81,999.35,3.4,248.53,0.097567,0.0,0.0,7400.709
345,11434507540.8136,700271.5075508542,84124,10862,71011,2241,-1,4051444.0,308.04,24.68,968.4,1.02,310.51,5e-06,0.0,0.0,7197.558
346,1997641301.598625,347205.77587583405,3084,273,2786,25,0,716259.0,301.8,53.6,976.39,1.29,106.6,0.363154,0.0,0.0,7082.309
347,5296253039.917987,735356.9978104165,3724,465,3234,25,0,1734495.0,301.68,51.67,964.19,0.76,85.38,0.29067,0.0,0.0,7302.446
348,2368298000.2271147,407076.5870919663,6516,181,6310,25,0,2970541.0,302.5,56.42,1001.21,2.58,102.14,0.8667389999999999,0.0,0.0,6040.717
349,3137049329.8548303,438021.38081028155,7666,320,7284,62,0,3037766.0,301.92,60.77,999.72,2.15,111.15,1.507213,0.0,0.0,6341.592
350,3956207469.320617,638732.1028369832,29943,2346,27373,224,-1,5838465.0,303.31,51.58,999.8,2.12,99.29,0.364365,0.0,0.0,6556.333
351,3326626621.432961,386203.7906077221,5678,238,5407,33,0,3951862.0,302.85,54.47,1000.19,2.24,99.8,0.336652,0.0,0.0,6257.548
352,2760389743.72819,350034.4373645071,3844,271,3554,19,0,3330464.0,302.61,55.71,999.47,2.16,102.6,0.384337,0.0,0.0,6434.148
353,3961579374.1351476,482381.0577459018,8691,491,8168,32,1,4801062.0,301.9,59.05,1000.32,2.68,104.52,0.772536,0.0,0.0,5224.957
354,2229308523.872256,383561.11342272203,3609,370,3230,9,0,2001762.0,301.66,61.12,1002.5,2.21,105.9,1.315516,0.0,0.0,5643.955
355,3019409959.293661,421098.0122031675,4447,314,4124,9,1,2229076.0,300.82,62.51,993.09,2.06,108.73,1.601682,0.0,0.0,5224.616
356,4381816450.101924,540900.2722376181,6454,331,6105,18,0,4487379.0,301.12,61.37,995.53,2.43,111.98,1.3196780000000001,0.0,0.0,4969.084
357,6505616268.170148,655438.8454635928,2031,449,1570,12,1,660280.0,302.17,38.88,943.85,1.36,318.75,0.0017100000000000001,0.0,0.0,7470.494
358,5424355189.725379,532761.2176611135,3583,270,3291,22,1,1305343.0,305.02,38.42,974.59,0.48,327.3,0.0005099999999999999,0.0,0.0,7446.243
359,4746673276.615446,493205.3626189258,3062,745,2291,26,1,840352.0,301.38,42.26,937.74,1.83,335.34,0.0016190000000000002,0.0,0.0,7483.23
360,1190187235.9113724,252346.7094265196,15771,1663,14028,80,0,3289540.0,305.62,35.39,980.6,0.2,223.59,0.000884,0.0,0.0,7321.734
361,1130627355.9898055,201636.3445843175,9940,1331,8436,162,1,1725739,300.23,75.1,1003.6,1.18,181.45,2.192545,0.0,0.0,6712.267
362,132151569.80145252,60225.19098632053,130,130,0,0,-1,637775.0,305.89,33.04,980.5,0.28,282.8,0.00011999999999999999,0.0,0.0,7383.673
363,10597864235.05066,941869.0821893816,7639,308,7219,112,-1,2584913.0,306.0,24.21,961.79,4.64,273.57,0.0,0.0,0.0,7483.259
364,10572274420.112478,1114683.3800879018,1323,107,1190,26,1,1762375.0,305.83,26.84,971.94,0.83,43.55,4e-06,0.0,0.0,7395.262
