,st_area(sh,st_length(,Confirmed,Active,Recovered,Deceased,Zone,Population,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow Depth,Short-wave irradiation
83,3374803164.1078877,540727.0063777982,1201,43,1149,9,0,1703068.0,305.04,53.44,994.3,2.99,262.71,0.134431,0.0,0.0,7219.649
84,6239547045.289639,655851.9525282528,7762,939,6576,246,-1,1818617.0,308.79,19.2,964.95,1.95,310.53,2.5e-05,0.0,0.0,7146.307
85,16494623501.424278,997944.535562728,2977,801,2159,17,1,970294.0,307.12,30.76,972.42,0.3,266.49,0.0018969999999999998,0.0,0.0,7583.3
86,5541291411.638645,582693.7322468663,3250,613,2573,64,0,987160.0,308.66,20.33,958.11,1.51,340.54,4e-06,0.0,0.0,7155.542
87,6907371103.989055,881094.0042453121,36587,2011,34354,222,1,2342868.0,303.27,56.91,965.87,0.87,290.66,0.345292,0.0,0.0,6869.16
88,8034782818.265489,577198.4206296577,18715,3803,14380,532,0,2080285.0,308.28,24.16,944.99,0.62,330.31,0.001534,0.0,0.0,6986.315
89,16486706441.687159,1339132.9674875413,38683,5413,32045,1224,-1,3849543.0,307.62,28.69,947.87,2.84,331.13,0.006131,0.0,0.0,7413.858
90,11603435475.823185,742474.3772837473,40905,7984,31740,1179,-1,2796906.0,303.97,44.71,938.25,3.55,314.15,0.127057,0.0,0.0,6986.15
91,9133017792.75673,814996.5969054031,9008,1940,6772,296,0,1696777.0,302.99,63.54,982.59,4.09,306.67,0.457298,0.0,0.0,6810.582
92,8416073819.33511,981307.2035599528,45197,4828,38943,1426,0,3515413.0,303.17,53.53,953.75,3.58,289.95,0.417889,0.0,0.0,6549.263
93,14621548325.827318,1141904.84099023,20760,1507,18943,310,0,4779661.0,303.24,49.49,939.0,3.26,285.33,0.433846,0.0,0.0,6445.458
94,9197327618.744982,570202.3925033353,12331,1222,10969,140,1,1928812.0,308.07,32.49,960.73,1.04,231.53,0.043894,0.0,0.0,7063.378
95,6036242451.615291,564231.4076290581,12235,1218,10771,246,1,1389920.0,304.84,45.37,947.19,2.35,269.24,0.42466800000000005,0.0,0.0,6837.502
96,11056813045.725864,807048.2201068203,10716,2084,8508,124,0,1437169.0,301.84,67.01,969.02,1.6,293.65,2.805286,0.0,0.0,5120.164
97,5187074540.385383,487974.7723256697,9269,1209,7890,170,1,1597668.0,302.12,59.22,947.0,1.6,286.57,2.464188,0.0,0.0,5860.129
98,20526025007.407543,1472203.9793929881,59638,1472,57653,513,0,4083315.0,304.09,50.75,951.97,0.47,177.55,0.2079,0.0,0.0,7241.189
99,9061860997.793972,775321.7368006762,18251,2871,15068,312,1,1752753.0,301.26,65.1,949.34,1.46,289.27,3.320792,0.0,0.0,5275.042
100,7660951117.320702,610999.503872837,10032,1444,8461,127,1,1137961.0,299.18,69.94,924.5,0.67,287.83,4.18685,0.0,0.0,5166.026
101,4331947102.649507,479561.5229269069,3345,684,2615,46,1,554519.0,299.63,71.61,938.39,0.94,305.76,6.776816,0.0,0.0,4906.905
102,4729780489.44101,532518.1183093565,4382,724,3626,32,0,1506843.0,308.54,27.13,968.43,0.36,173.35,4.5e-05,0.0,0.0,6922.087
103,5936966023.483511,604931.7016451247,4839,1061,3683,84,1,1020791.0,300.86,59.03,924.43,0.85,349.37,3.1720330000000003,0.0,0.0,6043.597
104,5494393377.632179,704432.4470045271,22408,2306,19737,365,0,3482056.0,304.93,48.1,966.01,1.29,93.99,0.20443499999999998,0.0,0.0,6816.954
105,3710886919.141331,409487.626369617,30126,7880,22149,90,0,4110956.0,301.8,69.93,971.31,1.97,293.72,5.9706220000000005,0.0,0.0,6163.409
106,4689782068.379453,805262.2904773104,11149,696,10297,156,0,2722290.0,305.83,48.08,988.25,1.34,124.42,0.518566,0.0,0.0,6537.089
107,4671519967.852761,551293.2725954339,15737,5944,9753,39,0,2810892.0,302.09,65.91,966.61,1.87,286.17,4.770187,0.0,0.0,6528.876
108,3560887891.271549,650915.1605407646,13108,1243,11670,195,-1,2405890.0,305.48,55.37,1003.06,2.12,153.08,0.6764939999999999,0.0,0.0,6187.663
109,3028074368.4897914,469587.80215223966,3433,406,2986,41,0,1064493,305.54,48.29,980.61,0.61,117.63,0.578442,0.0,0.0,6519.431
110,7067608691.612055,670561.9593060795,13300,750,12350,200,0,3077233,304.0,57.75,983.28,2.04,248.33,1.1610200000000002,0.0,0.0,6456.895
111,2875538132.293899,373396.9025406232,5765,618,5128,19,-1,1506522.0,301.82,75.28,1001.83,1.83,169.06,2.341048,0.0,0.0,6980.167
112,5127621846.400225,444270.1728864575,4230,498,3722,10,0,1192811.0,303.53,59.68,990.61,0.8,142.0,0.560473,0.0,0.0,7317.571
113,3333571602.236064,481374.7944751212,9214,1061,8140,13,-1,1827192.0,302.22,70.98,999.2,1.52,162.0,1.662709,0.0,0.0,7076.064
114,8979889302.839067,690909.0436732791,3839,692,3134,13,0,1576869.0,304.25,39.59,958.67,1.28,337.01,0.012662999999999999,0.0,0.0,7433.24
115,3920155827.7516475,531908.4165947239,11063,1349,9646,68,1,1698730.0,303.38,68.34,1003.77,2.64,184.2,0.867785,0.0,0.0,7204.35
116,9377159339.690668,846475.1544728405,6513,428,6073,12,0,1379647.0,301.59,53.46,935.23,1.72,308.98,0.250396,0.0,0.0,7130.058
117,6412819337.721957,530604.0391774832,4024,371,3638,15,1,613192,302.35,61.34,959.56,0.92,227.15,0.515109,0.0,0.0,7292.884
118,3605372356.4216685,694276.2346342193,34154,1610,31971,573,-1,3728104.0,304.03,61.45,993.73,1.86,161.36,0.651237,0.0,0.0,6082.578
119,5412152710.845502,648984.072099149,5218,751,4392,75,1,1879809.0,302.76,53.6,940.06,1.08,85.05,0.311544,0.0,0.0,6838.232
120,2684597691.132262,336206.37423057057,5032,813,4190,29,0,735394.0,300.23,63.65,927.6,0.8,333.39,4.855705,0.0,0.0,5913.186
121,3577824356.9545507,429903.70446090534,6669,1035,5548,86,-1,1726601,305.61,46.99,976.4,1.08,103.28,0.26966100000000004,0.0,0.0,6642.321
122,2027040246.700736,264777.14121168863,4007,200,3764,43,0,754894,305.65,51.95,998.93,1.81,130.38,0.43095500000000003,0.0,0.0,6436.428
123,6291036808.307407,651717.7842241195,9196,401,8624,171,0,2159775.0,304.19,50.98,963.33,0.19,14.21,0.647926,0.0,0.0,6509.267
124,4390123296.860071,576490.5643378623,14702,222,14266,214,-1,2105930.0,304.62,55.67,986.75,0.93,166.56,0.578642,0.0,0.0,6582.171
125,4179644293.257032,505412.9679030082,4162,4154,8,0,0,972625.0,308.18,27.32,954.82,0.47,171.49,0.000103,0.0,0.0,7242.069
126,3949569843.001125,398529.79555985046,3924,3923,1,0,1,774549.0,307.23,39.85,982.12,1.96,174.23,0.031682,0.0,0.0,7296.588
127,3054477139.2295427,439601.2158161961,2434,2430,4,0,0,767428.0,307.47,29.72,950.07,0.83,182.39,0.000793,0.0,0.0,7371.979
128,6998868047.722541,564478.3121058594,2807,2805,2,0,1,893308.0,306.86,35.3,961.39,1.29,160.36,0.026337,0.0,0.0,6565.891
129,6121473322.223382,615679.2689970527,7815,1299,6426,90,1,1200151.0,307.78,24.88,970.82,0.92,305.71,1.7e-05,0.0,0.0,7397.988
130,4647456193.15371,581460.477693959,6694,1880,4678,136,0,1135835.0,308.26,24.67,973.02,0.84,299.08,3e-06,0.0,0.0,7430.786
131,5500917504.988361,574717.8769857141,2826,576,2218,32,1,1032754.0,305.18,36.96,973.33,0.81,328.32,0.00043099999999999996,0.0,0.0,7526.07
132,4411778338.8136,460259.5444230784,3890,702,3187,1,1,610382.0,304.8,36.92,963.32,1.12,328.95,0.000117,0.0,0.0,7461.007
133,7493608488.22605,616441.5724692274,5068,772,4272,24,1,1648997.0,305.33,37.53,977.35,1.2,340.73,0.000267,0.0,0.0,7569.527
134,3562376030.061345,441865.8873616228,2083,221,1856,6,1,441162.0,304.13,43.06,969.96,1.07,333.86,0.027245,0.0,0.0,7510.373
135,5868109475.209134,632834.774172664,4877,700,4081,95,1,1020216.0,308.54,20.06,960.35,1.82,314.38,2e-06,0.0,0.0,7297.067
136,8716776706.801744,741899.4840381739,8179,1444,6511,224,0,1612357.0,307.53,22.58,948.87,4.02,335.87,6e-06,0.0,0.0,7507.819
137,4445520218.4542,471128.6597791525,5233,458,4739,36,1,962789,304.46,54.38,990.78,0.54,169.3,0.340357,0.0,0.0,7376.329
138,8198092476.045771,701122.9040413385,2606,714,1876,16,1,651333.0,305.38,33.86,955.64,0.91,284.73,0.000177,0.0,0.0,7582.602
139,6178672784.60974,602075.8723537291,4212,559,3644,9,1,1220946.0,303.14,42.77,948.71,0.92,303.25,0.024591,0.0,0.0,7104.342
140,8277772382.5482645,854248.6731238427,7704,206,7459,39,1,967911,303.74,45.61,953.17,1.21,345.05,0.1113,0.0,0.0,7410.757
141,4406116940.257336,457517.0810222382,1480,223,1256,1,1,140206.0,304.25,41.2,951.33,0.54,268.59,0.0274,0.0,0.0,7502.147
142,6913509062.634924,610305.4864523994,5919,1517,4182,220,0,1527715.0,308.71,20.47,955.3,2.01,344.39,2.3e-05,0.0,0.0,7259.864
143,11916010933.54125,997856.6292452532,11514,2929,8264,321,0,3116045.0,307.65,23.64,944.43,4.09,349.17,7.000000000000001e-06,0.0,0.0,7503.197
144,8439278259.339445,839450.9745747484,13557,3016,10139,402,1,1486586.0,307.86,24.23,943.28,2.2,341.87,0.000442,0.0,0.0,7245.732
145,5540548304.058039,708021.9887612975,4304,1053,3141,110,1,868825.0,303.75,59.35,984.56,3.49,298.04,0.688874,0.0,0.0,6722.245
146,6292335775.790525,571351.5272552399,4085,447,3616,22,1,1302253.0,302.86,49.78,948.62,1.0,250.46,0.219973,0.0,0.0,6997.909
147,5539607763.940753,557152.7724140525,1729,216,1496,17,1,597653.0,304.53,37.17,958.33,1.01,319.78,0.0005679999999999999,0.0,0.0,7388.331
148,4771753878.787744,423591.5333304713,1563,1561,2,0,1,294671.0,306.98,41.71,983.68,1.62,175.02,0.080165,0.0,0.0,7271.441
149,2801771861.2856045,290541.06600054185,2685,2659,25,1,0,609990.0,307.82,32.86,966.09,1.17,177.14,0.017297999999999997,0.0,0.0,6667.28
150,5046937510.7162895,499288.52570144966,1027,1025,2,0,0,515812.0,308.76,26.96,978.26,0.1,175.66,0.000505,0.0,0.0,7207.997
151,4718745405.008156,371937.740250921,6272,6242,30,0,0,1571022.0,308.61,25.5,961.49,0.24,148.45,3.4e-05,0.0,0.0,6994.203
152,4031454932.274368,387584.4203428496,5458,5457,1,0,1,1012065.0,307.07,33.23,958.05,1.2,180.29,0.000398,0.0,0.0,7223.033
153,3955376278.8738227,365322.8937875207,4809,4785,24,0,-1,1099560.0,307.37,40.55,986.63,1.91,168.39,0.030799,0.0,0.0,7356.676
154,1444769233.5838115,228086.03571223386,8242,8219,23,0,-1,1080858.0,307.54,35.62,974.39,1.82,180.38,0.005993,0.0,0.0,7200.208
155,5869856430.102553,686896.9204743417,38900,6596,31378,926,-1,2990116.0,303.74,62.54,998.57,3.67,282.5,0.26458899999999996,0.0,0.0,7038.296
156,16460401958.446556,830183.7898092655,46422,3125,42909,388,0,2884524.0,305.68,45.59,970.68,0.74,168.3,0.111172,0.0,0.0,6644.43
157,11278737340.004906,1117442.066599646,15922,3225,12420,277,0,2678980.0,301.78,57.4,927.01,0.4,14.76,0.9865219999999999,0.0,0.0,6522.864
158,15959598523.765781,1325441.6906371894,67362,6610,60065,687,-1,4170468.0,303.14,52.85,952.14,0.87,122.98,0.159994,0.0,0.0,6906.313
159,6643499898.630444,695017.7882667215,40232,7123,32257,852,-1,3001127.0,300.28,62.71,924.26,0.79,331.62,4.521514,0.0,0.0,5779.784
160,7561319021.440522,920117.7771388072,12311,507,11704,100,0,3458873.0,304.87,56.47,997.14,1.53,123.57,0.423617,0.0,0.0,6555.044
161,3108325695.6614857,346881.9521736893,15388,5770,9555,60,-1,2525637.0,301.06,74.83,969.97,1.75,306.66,8.201317999999999,0.0,0.0,4969.123
162,4848236278.170932,672917.2589948933,9711,619,8946,146,0,1618345.0,305.57,54.1,999.32,2.05,154.56,0.801595,0.0,0.0,6354.988
163,4249565620.5783477,787898.9393820339,5408,201,5085,122,0,1339101.0,305.26,55.21,995.62,1.89,156.19,0.964476,0.0,0.0,6455.515
164,17984352448.773533,1186656.325664402,2061,191,1854,16,0,2041172.0,307.25,23.2,974.39,3.09,250.46,0.0,0.0,0.0,7300.555
165,2372167627.7097816,363855.0862612462,2736,237,2471,28,0,956907.0,306.76,27.99,978.46,1.06,282.57,0.0,0.0,0.0,7471.829
166,5352197818.607739,595732.6633885214,10970,1050,9774,146,-1,3598701.0,301.95,52.91,984.58,2.53,92.69,0.201799,0.0,0.0,6543.261
167,4890952064.519468,688990.0169170257,3562,143,3350,69,0,1643788.0,300.53,60.92,984.69,2.21,98.37,0.370666,0.0,0.0,6212.692
168,174920314.6372091,87103.57715221729,122,122,0,0,-1,2531583.0,306.15,31.5,979.52,0.46,283.97,0.000161,0.0,0.0,7414.691
169,57149646.36206693,34869.90319976855,38,38,0,0,-1,1707725.0,305.87,33.32,980.4,0.27,275.58,0.000271,0.0,0.0,7375.4
170,120270537.18838774,87017.1898657004,184,184,0,0,-1,578671.0,305.93,33.08,980.01,0.31,271.79,0.00040599999999999995,0.0,0.0,7378.279
171,1834020474.7149594,359300.1371106025,14531,1548,12927,56,-1,1191263.0,305.68,34.29,982.25,0.09,343.0,0.000454,0.0,0.0,7367.136
172,9921483672.626278,797058.5889118104,5919,870,4991,58,1,3200137.0,301.91,52.93,989.34,1.81,104.86,0.143477,0.0,0.0,6386.391
173,1619861258.2143002,280990.9643691145,22675,2299,20195,181,0,1514085.0,306.42,29.13,978.65,0.84,297.33,0.0,0.0,0.0,7452.813
174,992041646.4242604,186888.07089012122,21034,937,19867,230,-1,1798954.0,305.87,32.89,981.32,0.29,305.48,1e-06,0.0,0.0,7393.124
175,2019357118.4085464,326076.68083150266,6169,486,5650,33,1,896129.0,306.9,25.88,975.19,1.7,289.16,0.0,0.0,0.0,7444.934
176,1937247577.6355238,389434.8801122229,1189,78,1087,24,0,1089406.0,306.48,28.33,978.8,1.12,307.32,0.0,0.0,0.0,7453.996
177,9868630602.070488,831427.683047515,4469,242,4189,38,0,2677737.0,305.9,24.11,959.4,3.37,271.14,0.0,0.0,0.0,7102.216
178,10733421871.212635,1025892.9847022169,11983,545,11392,46,0,3671999.0,306.81,24.88,971.28,2.16,301.21,0.0,0.0,0.0,7242.262
179,4301699934.935251,509783.045903276,9486,7001,2409,76,1,1327748.0,299.34,64.39,974.19,0.31,317.85,0.948427,0.0,0.0,6560.427
180,4772192402.981071,575171.0207400075,8717,620,8058,39,-1,3690388.0,305.71,34.23,984.0,0.33,77.77,0.000365,0.0,0.0,7359.375
