Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;301.64;61.56;1002.43;1.97;110.53;1.598404;0.000000;0.000000;5899.1510
2020-05-02;24:00;299.92;67.27;1002.27;2.87;94.69;2.002045;0.000000;0.000000;5227.7840
