Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;296.69;64.72;916.35;1.31;135.35;2.839540;0.000000;0.000002;5552.4080
2020-05-02;24:00;298.13;58.85;916.03;0.50;176.57;1.406224;0.000000;0.000000;6328.7210
