Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;306.15;31.50;979.52;0.46;283.97;0.000161;0.000000;0.000000;7414.6910
2020-05-02;24:00;305.95;31.79;978.89;3.42;129.66;0.000222;0.000000;0.000000;7227.5110
