Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;303.03;64.10;984.95;3.02;295.60;1.270452;0.000000;0.000000;6153.9130
2020-05-02;24:00;303.45;65.09;983.56;3.39;300.65;1.776394;0.000000;0.000000;6098.3280
