Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;307.55;19.74;953.98;3.12;333.53;0.000004;0.000000;0.000000;7267.6420
2020-05-02;24:00;306.93;17.35;952.95;3.59;323.63;0.000000;0.000000;0.000000;7752.4120
