Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;304.17;43.58;994.39;0.43;141.85;0.001305;0.000000;0.000000;7301.3890
2020-05-02;24:00;303.62;44.61;994.22;2.14;74.25;0.015296;0.000000;0.000000;7224.9260
