Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;304.62;55.67;986.75;0.93;166.56;0.578642;0.000000;0.000000;6582.1710
2020-05-02;24:00;304.94;54.06;985.88;1.75;111.19;0.352204;0.000000;0.000000;6992.0470
