Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;307.37;40.55;986.63;1.91;168.39;0.030799;0.000000;0.000000;7356.6760
2020-05-02;24:00;307.08;41.06;985.76;2.70;166.80;0.015229;0.000000;0.000000;7205.8650
