Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;296.68;56.50;885.93;1.51;322.21;0.285005;0.000000;0.000000;6499.8310
2020-05-02;24:00;296.73;54.27;886.43;0.59;6.37;1.011440;0.000000;0.000002;5407.0110
