Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;307.23;41.71;990.53;2.15;149.39;0.112411;0.000000;0.000000;6632.9460
2020-05-02;24:00;306.90;43.34;989.74;3.21;144.55;0.042754;0.000000;0.000000;7148.9360
