Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;296.27;62.83;905.31;0.60;300.84;2.372444;0.000000;0.000000;6313.1900
2020-05-02;24:00;294.55;76.27;904.84;0.22;131.48;7.018304;0.000000;0.000000;3350.9180
