Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;272.93;81.84;619.12;0.84;213.23;2.047766;3.170473;0.339660;7177.7670
2020-05-02;24:00;272.74;91.41;617.49;2.72;213.53;9.698584;27.954788;0.326998;5714.2050
