Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;305.54;34.73;940.34;3.94;330.79;0.012299;0.000000;0.000000;7194.0600
2020-05-02;24:00;305.89;31.25;939.35;3.76;325.68;0.000075;0.000000;0.000000;7736.0440
