Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;303.84;46.86;971.39;0.87;338.25;0.108822;0.000000;0.000000;7466.0620
2020-05-02;24:00;302.78;48.97;970.36;1.13;327.93;0.099134;0.000000;0.000000;7308.7040
