Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;294.28;65.11;876.51;0.37;316.39;2.839686;0.000000;0.000000;6085.6330
2020-05-02;24:00;292.62;80.45;875.94;0.33;157.52;6.974345;0.000000;0.000000;3041.7460
