Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;286.89;82.93;782.27;1.49;250.53;5.071888;0.071954;0.021446;5094.7670
2020-05-02;24:00;287.48;79.44;782.39;1.57;277.29;5.843740;0.526597;0.018459;5769.6680
