Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;302.76;53.60;940.06;1.08;85.05;0.311544;0.000000;0.000000;6838.2320
2020-05-02;24:00;303.25;51.16;939.22;1.21;119.39;0.171731;0.000000;0.000000;6715.4610
