Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2020-05-01;24:00;308.02;18.27;980.62;6.32;248.86;0.000000;0.000000;0.000000;7611.9200
2020-05-02;24:00;308.06;27.98;978.43;4.30;250.88;0.000447;0.000000;0.000000;7338.0370
